Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Local comercial;Jesús María;0;1;0;30;950.0;600.0;100.0
Local comercial;Pachacámac;0;0;0;145;4000.0;800.0;199.0
Tienda/Salón;Ate;0;0;0;460;78200.0;15000.0;200000.0
Local comercial;Ate;0;0;0;44;3000.0;1240.0;240.0
Almacén;Punta Negra;0;0;0;1400;23000.0;;5000.0
Local comercial;Jesús María;0;1;0;39;1000.0;485.0;158.0
Local comercial;Ate;0;1;0;22;500.0;780.0;112.0
Local comercial;Ate;0;2;0;75;2800.0;2540.0;
Local comercial;San Isidro;0;0;0;23;400.0;480.0;60.0
Local comercial;Jesús María;0;1;0;62;1900.0;250.0;
Tienda/Salón;Ate;0;2;0;78;4500.0;2000.0;4600.0
Local comercial;Ate;0;1;0;45;550000.0;880.0;1446.0
Casa comercial;Chorrillos;1;0;0;540;20000.0;;3734.0
Local comercial;Ate;0;1;0;25;1500.0;484.0;104.0
Local comercial;Ate;0;1;0;36;1200.0;750.0;120.0
Tienda/Salón;Rímac;0;0;0;70;28000.0;;
Local comercial;Pachacámac;0;0;0;33;200.0;812.0;150.0
Almacén;Puente Piedra;0;0;0;1500;20000.0;;
Local comercial;Pachacámac;0;0;0;140;4000.0;2000.0;700.0
Local comercial;Chorrillos;0;2;0;138;9000.0;2111.0;605.0
Almacén;San Luis;0;0;0;140;4900.0;1200.0;120.0
Casa comercial;San Miguel;0;0;0;105;5500.0;;460.0
Local comercial;Pachacámac;0;0;0;27;800.0;501.0;
Local comercial;Pachacámac;0;0;0;404;7000.0;4625.0;1825.0
Local comercial;Pachacámac;0;0;0;493;25000.0;7150.0;
Local comercial;Pachacámac;0;0;0;27;700.0;541.0;84.0
Local comercial;Pachacámac;0;0;0;210;15000.0;4700.0;910.0
Tienda/Salón;Ate;0;1;0;49;3000.0;864.0;
Local comercial;Ate;0;1;0;30;1200.0;900.0;
Local comercial;Pachacámac;0;0;0;30;690.0;490.0;106.0
Local comercial;Ate;0;2;0;72;2900.0;2575.0;556.0
Local comercial;Ate;0;3;0;94;4700.0;1970.0;310.0
Local comercial;Pachacámac;0;0;0;50;1147.0;561.0;117.0
Local comercial;Jesús María;0;1;0;40;1500.0;550.0;165.0
Tienda/Salón;Lurigancho;0;0;0;146;35000.0;490.0;
Almacén;Lince;0;0;0;180;3800.0;;
Local comercial;San Borja;0;0;0;136;7000.0;1000.0;611.0
Local comercial;Ate;0;1;0;60;1500.0;1037.0;364.0
Local comercial;El Agustino;0;0;0;250;2510.0;;580.0
Casa comercial;Chorrillos;5;2;0;380;15500.0;;170.0
Tienda/Salón;Jesús María;0;2;0;90;5300.0;800.0;
Tienda/Salón;Pachacámac;0;0;0;150;5000.0;2660.0;523.0
Local comercial;Pachacámac;0;0;0;160;11000.0;5887.0;699.0
Local comercial;Ate;0;1;0;22;950.0;717.0;95.0
Local comercial;Chorrillos;0;1;0;50;2500.0;1546.0;270.0
Almacén;Ventanilla;0;0;0;6100;65000.0;;73000.0
Local comercial;Pachacámac;0;0;0;81;3450.0;1295.0;403.0
Casa comercial;Breña;0;0;0;200;20000.0;;
Local comercial;Pachacámac;0;0;0;30;900.0;632.0;
Tienda/Salón;Ate;0;1;0;84;2600.0;1560.0;
Local comercial;Jesús María;0;1;0;24;2000.0;237.0;135.0
Tienda/Salón;Santiago de Surco;0;0;0;228;4200.0;;377.0
Tienda/Salón;Ate;0;2;0;100;5500.0;;758.0
Local comercial;Ate;0;16;0;600;80000.0;13000.0;570.0
Almacén;Chorrillos;0;3;0;600;5500.0;;257.0
Local comercial;Chorrillos;0;0;0;900;;10.0;
Tienda/Salón;San Borja;0;0;0;250;12000.0;;1500.0
Local comercial;Jesús María;0;1;0;22;950.0;475.0;112.0
Tienda/Salón;Pachacámac;0;0;0;53;8500.0;950.0;1135.0
Local comercial;San Luis;0;4;0;74;1500.0;1935.0;55.0
Local comercial;Pachacámac;0;0;0;238;14700.0;4572.0;
Local comercial;Pachacámac;0;0;0;580;24000.0;11338.0;2456.0
Local comercial;Comas;0;2;0;240;64800.0;4000.0;
Local comercial;San Borja;0;0;0;48;2000.0;701.0;176.0
Casa comercial;San Miguel;0;0;0;342;10000.0;;1794.0
Local comercial;Jesús María;0;1;0;26;1000.0;350.0;100.0
Local comercial;Ate;0;2;0;42;2600.0;1100.0;200.0
Local comercial;Pachacámac;0;1;0;30;400.0;1000.0;90.0
Local comercial;Carabayllo;0;0;0;32;600.0;250.0;300.0
Local comercial;Punta Hermosa;0;1;0;50;3200.0;1711.0;299.0
Almacén;Breña;0;0;0;4500;110000.0;;8700.0
Local comercial;Lurigancho;0;1;0;24;2500.0;684.0;112.0
Local comercial;Ate;0;1;0;36;900.0;836.0;
Casa comercial;Los Olivos;0;6;0;600;16900.0;;
Local comercial;Pachacámac;0;0;0;30;700.0;633.0;94.0
Local comercial;Ate;0;1;0;80;2000.0;1900.0;573.0
Tienda/Salón;Magdalena del Mar;0;0;0;300;4800.0;;896.0
Local comercial;Jesús María;0;1;0;26;1500.0;354.0;1051.0
Local comercial;Jesús María;0;1;0;67;2300.0;495.0;140.0
Local comercial;Chorrillos;0;0;0;25;500.0;250.0;13.0
Local comercial;Ate;0;1;0;27;800.0;640.0;87.0
Tienda/Salón;Chorrillos;0;1;0;300;15000.0;;
Local comercial;Pachacámac;0;0;0;200;4500.0;2800.0;845.0
Tienda en Centro Comercial;El Agustino;0;0;0;350;8000.0;;
Local comercial;Pachacámac;0;0;0;32;500.0;806.0;145.0
Local comercial;Ate;0;1;0;39;1600.0;960.0;
Almacén;San Luis;6;10;0;1500;15000.0;;
Local comercial;Rímac;0;0;0;31;2300.0;1325.0;368.0
Local comercial;Pachacámac;0;0;0;200;18000.0;4312.0;
Local comercial;Pachacámac;0;18;0;956;85000.0;28065.0;2716.0
Tienda en Centro Comercial;Comas;0;0;0;30;1800.0;840.0;210.0
Tienda/Salón;Ate;0;2;0;188;4000.0;4525.0;
Local comercial;Pachacámac;0;0;0;270;12000.0;3200.0;1172.0
Almacén;La Victoria;0;1;0;1657;9500.0;;
Local comercial;Callao;0;0;0;24;500.0;526.0;56.0
Local comercial;Pachacámac;0;1;0;367;23855.0;11377.0;1240.0
Tienda/Salón;Pachacámac;0;0;0;40;500.0;692.0;88.0
Tienda en Centro Comercial;San Borja;0;0;0;25;750.0;398.0;110.0
Local comercial;Pachacámac;0;0;0;47;1100.0;665.0;109.0
Local comercial;Pachacámac;0;0;0;298;11500.0;2600.0;1584.0
Casa comercial;Callao;0;0;0;150;4800.0;;868.0
Tienda/Salón;Ate;0;1;0;30;800.0;1172.0;534.0
Tienda/Salón;Ate;0;1;0;50;5000.0;1520.0;1327.0
Local comercial;Pachacámac;0;0;0;145;2850.0;1100.0;144.0
Local comercial;Ate;0;1;0;70;3500.0;1152.0;
Local comercial;Ate;0;1;0;50;3500.0;1594.0;265.0
Casa comercial;Jesús María;0;0;0;542;12000.0;;16000.0
Local comercial;Pachacámac;0;0;0;162;4000.0;1748.0;418.0
Local comercial;Pachacámac;0;0;0;70;1300.0;1932.0;368.0
Local comercial;San Borja;0;0;0;49;2000.0;566.0;124.0
Tienda/Salón;La Punta;0;0;0;180;1500.0;1500.0;292.0
Local comercial;Puente Piedra;0;0;0;340;10200.0;3400.0;
Local comercial;San Miguel;0;1;0;22;1000.0;550.0;84.0
Local comercial;Pachacámac;0;0;0;49;700.0;375.0;106.0
Local comercial;Callao;0;1;0;25;1000.0;378.0;
Local comercial;Comas;0;0;0;90;6800.0;1072.0;200.0
Local comercial;Pachacámac;0;0;0;68;800.0;965.0;130.0
Local comercial;Pachacámac;0;0;0;67;1000.0;1090.0;
Local comercial;Pachacámac;0;0;0;245;20000.0;;
Tienda/Salón;San Miguel;0;0;0;150;9000.0;;150.0
Local comercial;Lince;0;0;0;28;800.0;250.0;
Tienda/Salón;Lince;0;0;0;280;10000.0;;
Almacén;Ventanilla;0;0;0;5500;73000.0;;8349.0
Local comercial;Ate;0;6;0;179;7500.0;3563.0;1390.0
Tienda/Salón;Pachacámac;0;0;0;33;1500.0;1004.0;
Local comercial;Comas;0;1;0;33;2500.0;907.0;258.0
Local comercial;Pachacámac;0;1;0;140;3000.0;1400.0;324.0
Tienda/Salón;San Miguel;0;1;0;69;11000.0;;
Local comercial;Pachacámac;0;0;0;6;1708.0;;
Local comercial;Lince;0;0;0;70;2990.0;;196.0
Almacén;San Isidro;0;1;0;598;5000.0;;3563.0
Local comercial;La Perla;0;0;0;33;800.0;;15.0
Local comercial;San Borja;0;0;0;40;1600.0;450.0;132.0
Local comercial;Lurigancho;0;7;0;637;65000.0;42900.0;
Local comercial;Pachacámac;0;0;0;160;11000.0;5887.0;
Local comercial;Pachacámac;0;0;0;48;1200.0;600.0;156.0
Local comercial;Pachacámac;0;1;0;367;23871.0;11385.0;1243.0
Local comercial;Ate;0;1;0;44;2000.0;870.0;
Almacén;Chaclacayo;0;0;0;200;4000.0;200.0;150.0
Almacén;San Miguel;0;10;0;1000;6490.0;;1383.0
Local comercial;Mi Perú;0;1;0;24;850.0;1.0;2.0
Local comercial;Jesús María;0;1;0;26;700.0;450.0;
Tienda/Salón;Ate;0;1;0;49;3000.0;864.0;
Local comercial;Pachacámac;0;0;0;372;24000.0;7336.0;2133.0
Local comercial;Lince;0;1;0;33;1000.0;800.0;
Local comercial;San Miguel;0;0;0;31;1500.0;609.0;141.0
Tienda/Salón;Lince;0;0;0;130;6500.0;1100.0;
Local comercial;Barranco;0;1;0;22;800.0;502.0;
Local comercial;Lince;0;2;0;42;1300.0;553.0;272.0
Local comercial;Pachacámac;0;1;0;552;44184.0;11046.0;
Local comercial;Pachacámac;0;2;0;150;35000.0;7622.0;1336.0
Local comercial;Pachacámac;0;0;0;11216;874895.0;196291.0;
Local comercial;Callao;0;1;0;53;750.0;1300.0;
Local comercial;Ate;0;6;0;339;20500.0;6800.0;1400.0
Local comercial;Pachacámac;0;0;0;37;1300.0;1571.0;133.0
Almacén;Pachacámac;0;0;0;860;12900.0;;85.0
Local comercial;Pachacámac;0;0;0;110;2800.0;1000.0;140.0
Local comercial;Ate;0;1;0;36;1200.0;630.0;115.0
Local comercial;Pachacámac;0;3;0;330;8000.0;;
Local comercial;Ate;0;1;0;29;900.0;623.0;550.0
Local comercial;San Martín de Porres;0;1;0;30;1400.0;800.0;40.0
Local comercial;Barranco;0;1;0;26;1100.0;440.0;
Local comercial;Pachacámac;0;0;0;341;15500.0;7440.0;2014.0
Local comercial;Comas;0;1;0;30;1800.0;1200.0;
Local comercial;Ate;0;8;0;293;15000.0;6222.0;2912.0
Tienda/Salón;Pachacámac;0;0;0;352;27000.0;;
Local comercial;Pachacámac;0;0;0;75;3000.0;1000.0;306.0
Local comercial;Ate;0;0;0;134;4500.0;1415.0;1341.0
Local comercial;Pachacámac;0;1;0;210;14739.0;3790.0;1118.0
Tienda/Salón;Santa Anita;0;0;0;85;6500.0;;398.0
Tienda/Salón;Ate;0;6;0;598;20000.0;12000.0;
Tienda/Salón;Comas;0;1;0;176;14000.0;5400.0;1550.0
Local comercial;Pachacámac;0;1;0;50;1500.0;660.0;
Tienda/Salón;San Luis;0;1;0;32;2499.0;1450.0;80.0
Local comercial;Pachacámac;0;0;0;58;1000.0;953.0;150.0
Local comercial;Pachacámac;0;0;0;484;16000.0;9819.0;1454.0
Local comercial;Pachacámac;0;0;0;969;50000.0;23257.0;5693.0
Tienda en Centro Comercial;Pachacámac;0;0;0;170;7900.0;;867.0
Local comercial;Pachacámac;0;0;0;294;13243.0;5297.0;
Local comercial;Mi Perú;0;1;0;24;800.0;480.0;
Local comercial;Pachacámac;0;0;0;25;500.0;370.0;800.0
Local comercial;Ate;0;1;0;34;1800.0;884.0;1095.0
Local comercial;San Borja;0;0;0;130;3800.0;984.0;536.0
Local comercial;Callao;0;1;0;29;900.0;495.0;
Local comercial;Jesús María;0;1;0;32;1900.0;323.0;
Almacén;San Luis;6;10;0;1500;15000.0;;
Local comercial;Pachacámac;0;0;0;80;1700.0;1100.0;407.0
Local comercial;Pachacámac;0;0;0;200;7000.0;3800.0;877.0
Local comercial;Jesús María;0;0;0;48;2200.0;900.0;
Local comercial;Ate;0;4;0;46;2200.0;1171.0;312.0
Almacén;La Punta;0;0;0;140;4900.0;600.0;60.0
Local comercial;San Isidro;0;0;0;30;650.0;506.0;30.0
Local comercial;San Miguel;0;0;0;27;1000.0;410.0;123.0
Local comercial;Pachacámac;0;0;0;35;700.0;482.0;86.0
Local comercial;Pachacámac;0;0;0;100;800.0;2200.0;247.0
Local comercial;Chorrillos;0;4;0;400;44000.0;11200.0;3200.0
Local comercial;Pachacámac;0;0;0;219;23000.0;5938.0;1303.0
Local comercial;Pachacámac;0;0;0;47;1008.0;1811.0;86.0
Local comercial;Ate;0;1;0;36;1750.0;826.0;219.0
Local comercial;Comas;0;0;0;110;10800.0;3900.0;
Local comercial;San Borja;1;0;0;40;490.0;;
Local comercial;Lince;0;0;0;27;1000.0;478.0;
Local industrial;La Punta;0;0;0;22;120000.0;;
Tienda en Centro Comercial;Pachacámac;0;0;0;130;4000.0;1424.0;276.0
Tienda/Salón;San Borja;0;0;0;62;12000.0;;4500.0
Local comercial;San Borja;0;0;0;35;990.0;726.0;215.0
Local comercial;Pachacámac;0;0;0;75;4400.0;1697.0;382.0
Tienda/Salón;Rímac;0;0;0;490;72000.0;;2400.0
Tienda/Salón;San Bartolo;0;0;0;2;200.0;;
Local comercial;Ate;0;4;0;470;42353.0;10824.0;
Local comercial;Pachacámac;0;0;0;29;900.0;378.0;135.0
Tienda/Salón;San Borja;0;0;0;127;9000.0;941.0;718.0
Tienda/Salón;Chorrillos;0;17;0;766;100000.0;;
Local comercial;Pachacámac;0;0;0;100;3300.0;1250.0;300.0
Local comercial;Ate;0;1;0;22;350.0;735.0;
Local comercial;Ate;0;1;0;27;1100.0;680.0;125.0
Local comercial;Ate;0;1;0;22;600.0;851.0;112.0
Casa comercial;La Punta;10;15;0;1065;29000.0;;386.0
Local comercial;La Punta;0;0;0;106;700.0;1404.0;466.0
Local comercial;Punta Negra;0;1;0;40;750.0;470.0;
Tienda/Salón;Ate;0;2;0;418;25000.0;9469.0;6892.0
Tienda/Salón;Lima;0;0;0;60;1300.0;234.0;
Local comercial;Ate;0;0;0;37;1500.0;1437.0;287.0
Tienda/Salón;San Borja;0;0;0;64;5000.0;230.0;560.0
Local comercial;Ate;0;1;0;30;1000.0;729.0;
Local comercial;Ate;0;2;0;63;3000.0;1400.0;
Local comercial;Ate;0;1;0;37;2000.0;820.0;120.0
Local comercial;Ate;0;1;0;32;700.0;815.0;56.0
Local comercial;Jesús María;0;0;0;23;900.0;550.0;112.0
Local comercial;Chorrillos;0;4;0;460;35000.0;11600.0;3600.0
Local comercial;Jesús María;0;1;0;35;1500.0;100.0;115.0
Local comercial;Pachacámac;0;3;0;700;80500.0;16800.0;49000.0
Local comercial;Pachacámac;0;0;0;178;8280.0;3382.0;
Tienda/Salón;Pachacámac;0;0;0;100;3000.0;;747.0
Local comercial;Ate;0;1;0;35;700.0;873.0;
Local comercial;San Borja;0;0;0;42;1500.0;647.0;279.0
Local comercial;Pachacámac;0;2;0;107;8025.0;2582.0;
Local comercial;San Borja;0;1;0;30;1200.0;540.0;
Tienda/Salón;San Borja;0;0;0;450;23000.0;4400.0;5200.0
Local comercial;Callao;0;1;0;25;1100.0;399.0;92.0
Tienda/Salón;San Isidro;0;0;0;600;20000.0;;15428.0
Local comercial;La Punta;0;1;0;60;2000.0;;
Local comercial;Pachacámac;0;0;0;35;1000.0;477.0;88.0
Local comercial;Jesús María;0;1;0;22;1100.0;260.0;129.0
Almacén;Lince;0;12;0;4803;81651.0;13256.0;2881.0
Local comercial;San Borja;0;0;0;30;1350.0;541.0;185.0
Tienda/Salón;Ate;0;2;0;60;4200.0;1143.0;
Local comercial;Ate;0;1;0;22;499.0;796.0;112.0
Local comercial;Ate;0;1;0;20;1500.0;580.0;1100.0
Local comercial;Ate;0;2;0;72;3000.0;1414.0;274.0
Local comercial;La Punta;0;1;0;20;750.0;370.0;105.0
Tienda en Centro Comercial;Pachacámac;0;0;0;380;11000.0;11700.0;
Local comercial;Pachacámac;0;0;0;210;15000.0;4700.0;774.0
Local comercial;San Borja;0;0;0;40;700.0;500.0;248.0
Local comercial;San Luis;0;3;0;18;700.0;332.0;56.0
Tienda/Salón;Pachacámac;0;0;0;138;3800.0;;400.0
Local comercial;San Miguel;0;0;0;53;1200.0;735.0;
Local comercial;Ate;0;2;0;147;5500.0;1125.0;13489.0
Casa comercial;Chorrillos;2;0;0;480;28000.0;;
Local comercial;Comas;0;4;0;200;30000.0;7700.0;
Local comercial;Chorrillos;0;4;0;275;26185.0;10436.0;
Local comercial;Callao;0;0;0;70;2990.0;;196.0
Local comercial;Ate;0;6;0;255;19860.0;5601.0;1374.0
Almacén;La Perla;0;0;0;1786;39292.0;;
Local comercial;Pachacámac;0;0;0;81;1500.0;741.0;
Tienda en Centro Comercial;San Martín de Porres;0;1;0;51;2500.0;986.0;313.0
Tienda/Salón;Pachacámac;0;0;0;368;4000.0;202.0;1718.0
Local comercial;Pachacámac;0;0;0;225;9450.0;1354.0;765.0
Tienda/Salón;Pachacámac;0;0;0;96;4000.0;3159.0;450.0
Local comercial;Ate;0;1;0;53;2500.0;878.0;178.0
Local comercial;Ate;0;6;0;222;13000.0;8268.0;16036.0
Tienda/Salón;Ate;0;1;0;90;2200.0;1943.0;591.0
Local comercial;Lince;0;1;0;23;500.0;300.0;25.0
Local comercial;Pachacámac;0;0;0;354;25000.0;7150.0;2485.0
Local comercial;Pachacámac;0;0;0;238;4000.0;4304.0;1090.0
Local comercial;Comas;0;1;0;47;5000.0;1810.0;381.0
Local comercial;Pachacámac;0;0;0;75;1000.0;2124.0;176.0
Tienda/Salón;San Borja;0;1;0;30;1200.0;1135.0;1320.0
Local comercial;San Borja;0;0;0;30;1000.0;615.0;
Local comercial;Barranco;0;1;0;88;1600.0;1895.0;
Local comercial;Ate;0;1;0;22;1200.0;565.0;120.0
Tienda/Salón;Ate;0;2;0;160;16000.0;3480.0;7980.0
Local comercial;Ate;0;1;0;53;1500.0;1084.0;424.0
Tienda/Salón;San Borja;0;0;0;340;25000.0;200.0;1200.0
Tienda/Salón;San Borja;0;0;0;121;6000.0;350.0;1315.0
Local comercial;San Borja;0;1;0;35;1500.0;800.0;110.0
Local comercial;San Bartolo;0;40;0;3509;368474.0;;
Local comercial;Ate;0;0;0;36;1150.0;890.0;
Local comercial;Jesús María;0;1;0;20;1000.0;440.0;100.0
Tienda/Salón;Ate;0;1;0;74;2500.0;1914.0;830.0
Local comercial;Pachacámac;0;0;0;676;25000.0;10880.0;3230.0
Local comercial;Ate;0;10;0;330;13000.0;856.0;1158.0
Local comercial;Ate;0;0;0;70;12000.0;;
Local comercial;Pachacámac;0;0;0;370;6000.0;8734.0;2291.0
Tienda/Salón;La Perla;0;0;0;108;16000.0;4000.0;1854.0
Tienda en Centro Comercial;Ate;0;2;0;180;30000.0;1.0;1.0
Local comercial;Ate;0;3;0;35;1100.0;1296.0;
Local comercial;Ate;0;1;0;42;2400.0;1452.0;433.0
Local comercial;Ate;0;3;0;112;2850.0;;
Local comercial;Pachacámac;0;0;0;200;15000.0;4870.0;1335.0
Almacén;La Punta;0;0;0;600;9500.0;;241.0
Local comercial;Lince;0;36;0;1077;86000.0;21540.0;
Local comercial;Ate;0;1;0;37;1900.0;743.0;2255.0
Local comercial;Pachacámac;0;3;0;147;11760.0;2900.0;861.0
Local comercial;Pachacámac;0;0;0;150;9000.0;5452.0;1215.0
Local comercial;Pachacámac;0;0;0;25;600.0;717.0;
Tienda/Salón;Pachacámac;0;0;0;100;5000.0;5000.0;
Tienda en Centro Comercial;Jesús María;0;0;0;42;1000.0;2800.0;166.0
Almacén;San Isidro;0;0;0;4350;39000.0;;
Local comercial;Pachacámac;0;0;0;33;800.0;390.0;70.0
Local comercial;Ate;0;1;0;80;1950.0;2100.0;500.0
Tienda/Salón;Lince;0;0;0;55;9000.0;;1050.0
Local comercial;Callao;0;1;0;26;500.0;650.0;
Local comercial;Comas;0;1;0;50;2900.0;2270.0;510.0
Local comercial;Pachacámac;0;0;0;140;8500.0;2400.0;754.0
Local comercial;Pachacámac;0;0;0;423;11000.0;8082.0;1977.0
Local comercial;Comas;0;0;0;35;3000.0;1339.0;259.0
Local comercial;Pachacámac;0;1;0;180;3500.0;2650.0;650.0
Tienda/Salón;San Borja;0;0;0;45;8000.0;;180.0
Tienda/Salón;Pachacámac;0;0;0;111;11000.0;;
Local comercial;Ate;0;1;0;80;2800.0;1883.0;1400.0
Local comercial;Pachacámac;0;0;0;30;500.0;230.0;
Local comercial;Ate;0;1;0;34;1700.0;1252.0;
Local comercial;Chaclacayo;0;0;0;24;1200.0;;70.0
Local comercial;San Martín de Porres;0;1;0;29;1200.0;750.0;330.0
Local comercial;Ate;0;4;0;144;8000.0;2860.0;1034.0
Local comercial;Pachacámac;0;0;0;192;6720.0;4335.0;900.0
Local comercial;Ate;0;3;0;140;6000.0;1800.0;867.0
Local comercial;Ate;0;1;0;30;800.0;750.0;204.0
Local comercial;Pachacámac;0;0;0;35;900.0;700.0;130.0
Local comercial;Pachacámac;0;0;0;300;5000.0;3000.0;1329.0
Local comercial;Callao;0;1;0;34;600.0;450.0;35.0
Local comercial;Pachacámac;0;0;0;294;14716.0;5298.0;
Almacén;Chorrillos;0;70;0;1023;50000.0;;18000.0
Local comercial;Pachacámac;0;0;0;600;34000.0;5500.0;2035.0
Local comercial;Lince;0;0;0;20;800.0;500.0;70.0
Tienda/Salón;Lince;0;0;0;120;10000.0;;
Local comercial;San Borja;0;0;0;32;650.0;670.0;
Casa comercial;Chaclacayo;0;0;0;150;2800.0;;470.0
Almacén;Santa María del Mar;0;3;0;279;6500.0;;267.0
Local comercial;Chorrillos;0;7;0;375;35000.0;14692.0;2671.0
Local comercial;Ate;0;1;0;72;100.0;715.0;110.0
Local comercial;Jesús María;0;3;0;108;3500.0;1685.0;6100.0
Local comercial;Pachacámac;0;0;0;35;300.0;393.0;98.0
Local comercial;Pachacámac;0;0;0;200;6000.0;3730.0;500.0
Tienda/Salón;Pachacámac;0;0;0;320;55000.0;;
Local comercial;Ate;0;9;0;296;10000.0;5300.0;13000.0
Local comercial;Pachacámac;0;1;0;20;700.0;;
Local comercial;Pachacámac;0;0;0;484;16000.0;9570.0;16112.0
Local comercial;Jesús María;0;2;0;64;2200.0;1032.0;224.0
Local comercial;Ate;0;0;0;36;1800.0;1200.0;200.0
Local comercial;Pachacámac;0;0;0;103;4944.0;2107.0;448.0
Local comercial;Pachacámac;0;0;0;35;900.0;350.0;
Local comercial;Lurigancho;0;0;0;143;4000.0;1428.0;448.0
Local comercial;Pachacámac;0;2;0;330;12000.0;5581.0;1306.0
Local comercial;San Borja;0;0;0;42;1800.0;680.0;200.0
Local comercial;Pachacámac;0;0;0;66;1415.0;2544.0;172.0
Tienda/Salón;Chaclacayo;0;0;0;149;2300.0;;
Local comercial;Pachacámac;0;0;0;32;800.0;423.0;78.0
Tienda/Salón;San Miguel;0;0;0;150;7000.0;150.0;970.0
Tienda/Salón;Pachacámac;0;0;0;102;5000.0;700.0;354.0
Tienda/Salón;Ate;0;1;0;33;1800.0;512.0;291.0
Local comercial;Lurigancho;0;1;0;28;1300.0;1200.0;133.0
Local comercial;Pachacámac;0;0;0;243;11000.0;3175.0;1053.0
Local comercial;Ate;0;2;0;53;1800.0;1300.0;
Local comercial;San Luis;0;1;0;20;900.0;367.0;52.0
Local comercial;Ate;0;1;0;82;4500.0;1850.0;
Tienda/Salón;Pachacámac;0;0;0;71;3200.0;543.0;651.0
Almacén;Jesús María;0;0;0;4800;21000.0;;5500.0
Local comercial;Ate;3;1;0;93;6400.0;;
Tienda/Salón;Ate;0;1;0;48;3000.0;750.0;396.0
Local comercial;Ate;0;1;0;25;1000.0;585.0;
Local comercial;Comas;0;0;0;35;3000.0;1339.0;259.0
Local comercial;Carabayllo;0;1;0;30;850.0;485.0;143.0
Local comercial;Comas;0;4;0;323;29000.0;5921.0;4400.0
Local comercial;Pachacámac;0;0;0;607;15000.0;5864.0;2516.0
Local comercial;Punta Hermosa;0;1;0;33;1800.0;820.0;
Local comercial;Comas;0;0;0;70;2990.0;;196.0
Local comercial;Pachacámac;0;0;0;31;400.0;360.0;107.0
Local comercial;La Perla;0;1;0;78;10000.0;3200.0;110.0
Tienda/Salón;San Miguel;0;0;0;64;3000.0;4500.0;
Local comercial;San Juan de Miraflores;0;0;0;30;700.0;480.0;450.0
Local comercial;Pachacámac;0;0;0;193;9950.0;1250.0;390.0
Local comercial;La Punta;0;10;0;450;15000.0;10000.0;1100.0
Local comercial;Ate;0;2;0;86;1400.0;2798.0;456.0
Local comercial;Ate;0;0;0;300;21000.0;5500.0;
Local comercial;Rímac;0;1;0;143;16000.0;2220.0;1257.0
Local comercial;Pachacámac;0;0;0;300;13500.0;7300.0;1750.0
Tienda/Salón;Chaclacayo;0;0;0;43;2000.0;;
Tienda en Centro Comercial;Ate;0;1;0;100;4000.0;1500.0;1400.0
Local comercial;Ancón;0;0;0;30;900.0;574.0;170.0
Local comercial;Rímac;0;0;0;150;25000.0;2400.0;694.0
Tienda/Salón;Jesús María;0;1;0;31;1200.0;485.0;230.0
Local comercial;Callao;0;1;0;28;1000.0;731.0;
Local comercial;Chorrillos;0;1;0;50;2000.0;1394.0;264.0
Tienda/Salón;San Borja;0;0;0;230;15000.0;;
Local comercial;Pachacámac;0;0;0;283;9500.0;3600.0;1478.0
Local comercial;Ate;0;1;0;36;1350.0;582.0;205.0
Tienda/Salón;Lince;0;0;60;60;2100.0;100.0;
Local comercial;Pachacámac;0;0;0;32;500.0;402.0;
Local comercial;Pachacámac;0;0;0;380;2500.0;1277.0;723.0
Local comercial;Pachacámac;0;0;0;393;35438.0;10909.0;1439.0
Tienda/Salón;Jesús María;0;1;0;94;6000.0;1765.0;713.0
Casa comercial;La Punta;0;0;0;400;8000.0;;
Local comercial;Ate;0;1;0;25;1500.0;750.0;112.0
Local comercial;Pachacámac;0;0;0;528;10000.0;4791.0;1940.0
Tienda/Salón;Ate;0;1;0;120;4200.0;1550.0;1200.0
Tienda/Salón;Ate;0;0;0;35;2500.0;450.0;122.0
Local comercial;Ate;0;1;0;30;1000.0;800.0;
Local comercial;Pachacámac;0;0;0;42;600.0;563.0;840.0
Local comercial;Chorrillos;0;6;0;483;32000.0;18767.0;
Tienda/Salón;Lince;0;0;0;50;900.0;;
Tienda/Salón;Jesús María;0;1;0;86;4000.0;850.0;
Local comercial;Ate;0;1;0;38;1100.0;830.0;100.0
Local comercial;Punta Hermosa;0;1;0;34;1200.0;698.0;149.0
Local comercial;Jesús María;0;0;0;32;1350.0;450.0;166.0
Local comercial;Pachacámac;0;0;0;159;3700.0;6016.0;894.0
Local comercial;Ate;0;1;0;28;4000.0;2758.0;
Local comercial;Pachacámac;0;0;0;39;1250.0;940.0;
Local comercial;Chorrillos;0;0;0;40;1850.0;550.0;215.0
Almacén;Santa María del Mar;0;4;0;1900;8800.0;;1800.0
Local comercial;Callao;0;1;0;27;700.0;284.0;56.0
Local comercial;Villa El Salvador;0;6;0;353;30010.0;8718.0;1678.0
Tienda en Centro Comercial;Ate;0;1;0;116;6800.0;3300.0;950.0
Local comercial;Pachacámac;0;0;0;292;13000.0;4690.0;1128.0
Local comercial;La Punta;0;0;0;25;400.0;541.0;
Local comercial;Chorrillos;0;2;0;200;20000.0;5600.0;1600.0
Local comercial;Pachacámac;0;4;0;350;17500.0;7631.0;1825.0
Local comercial;Jesús María;0;1;0;20;1150.0;405.0;
